PROMBEF_n,PROMAFT_n,TRATAMIENTO_N,Af_inver,asisten,EDAD,GENERO,TIPOPOBLACION,CATEGORIA1,ZONAREG,EDADCAT,NUM_NUC,Puntaje
18765.591,25800.3446153846,EDUCACION,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(25,33]",Hasta 4,355
13219.77,17065.3153846154,EDUCACION,AFECTADO,2,36,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,575
3963.871,3512.75384615385,CONTROL,AFECTADO,0,59,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,243
5725.806,15337.9869230769,INCENTIVO,AFECTADO,0,52,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(45,60]",De 9 a 12,304
42268.817,57148.9015384615,EDUCACION,AFECTADO,5,49,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(45,60]",De 9 a 12,430
28774.193,86610.4030769231,EDUCACION,AFECTADO,4,26,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,515
12723.873,15838.0423076923,INCENTIVO,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,297
33466.671,85571.8553846154,EDUCACION,AFECTADO,3,51,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(45,60]",De 5 a 8,383
10154.839,14618.5415384615,EDUCACION,AFECTADO,6,47,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,371
13305.802,11179.0407692308,CONTROL,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,272
17434.836,96882.88,INCENTIVO,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,508
13982.794,13276.5707692308,INCENTIVO,AFECTADO,0,60,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,248
3556.129,9100.44,INCENTIVO,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,396
13165.931,10471.9223076923,CONTROL,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,212
7016.129,40123.4546153846,EDUCACION + INCENTIVO,AFECTADO,6,53,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,392
176613.658,6648.21923076923,EDUCACION,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(25,33]",Hasta 4,480
7734.194,55409.2553846154,EDUCACION + INCENTIVO,NO AFECTADO,0,55,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(45,60]",De 5 a 8,449
6219.356,17296.2530769231,EDUCACION,AFECTADO,6,47,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",Hasta 4,461
17148.138,21031.5684615385,EDUCACION,AFECTADO,5,33,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,533
35438.4,11976.1223076923,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",De 5 a 8,419
18761.506,20704.3961538462,EDUCACION,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,325
15580.645,36369.9276923077,EDUCACION,AFECTADO,4,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,365
26236.558,26260.1992307692,EDUCACION + INCENTIVO,NO AFECTADO,0,28,MASCULINO,SISBEN NIVEL1,ALTO,NORTE,"(25,33]",Hasta 4,374
8149.675,48626.2653846154,CONTROL,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,431
10161.29,67077.1546153846,INCENTIVO,NO AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",Hasta 4,363
8693.549,36409.4553846154,EDUCACION,AFECTADO,1,34,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,365
11554.075,11963.3061538462,EDUCACION,AFECTADO,5,49,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",Hasta 4,547
14278.065,27020.3669230769,EDUCACION + INCENTIVO,NO AFECTADO,0,40,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",De 5 a 8,469
26994.288,12287.0423076923,INCENTIVO,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,509
27483.87,15984.5807692308,INCENTIVO,NO AFECTADO,0,36,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,365
17516.129,21306.4561538462,EDUCACION + INCENTIVO,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,425
6526.88,31189.5669230769,EDUCACION + INCENTIVO,NO AFECTADO,3,24,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(20,25]",Hasta 4,298
33893.712,20419.6938461538,CONTROL,AFECTADO,0,46,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,277
10732.259,38262.7484615385,INCENTIVO,AFECTADO,4,37,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(33,45]",De 5 a 8,525
28309.586,10307.9169230769,CONTROL,AFECTADO,0,46,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",De 5 a 8,449
15368.645,3555.07230769231,INCENTIVO,AFECTADO,0,36,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(33,45]",Hasta 4,523
31247.312,32182.0338461538,EDUCACION,AFECTADO,2,36,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,397
12360.645,20522.3092307692,EDUCACION,AFECTADO,4,39,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,467
18080.629,15251.4046153846,EDUCACION + INCENTIVO,NO AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,438
25381.419,25691.7161538462,EDUCACION,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,532
6849.462,18630.79,INCENTIVO,AFECTADO,0,57,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,268
6104.945,9447.35846153846,CONTROL,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,237
19694.369,15706.5953846154,EDUCACION,AFECTADO,4,40,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(33,45]",Hasta 4,573
4451.615,38549.9484615385,INCENTIVO,AFECTADO,4,36,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,522
17525.62,24611.3992307692,EDUCACION,AFECTADO,5,38,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,572
28218.298,37327.8076923077,EDUCACION,AFECTADO,5,43,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,567
9027.959,44264.3823076923,EDUCACION,AFECTADO,6,47,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(45,60]",Hasta 4,440
15341.047,8746.07692307692,INCENTIVO,AFECTADO,0,51,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 9 a 12,270
21086.577,4904.53923076923,EDUCACION + INCENTIVO,NO AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,405
20478.28,21230.8738461538,EDUCACION + INCENTIVO,NO AFECTADO,0,38,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,366
37267.743,51467.5146153846,EDUCACION + INCENTIVO,NO AFECTADO,4,30,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(25,33]",De 5 a 8,426
14222.305,7615.39384615385,INCENTIVO,AFECTADO,0,18,MASCULINO,DESPLAZADOS,MEDIO,CENTRO,"[18,20]",Hasta 4,376
15237.647,7000.47692307692,INCENTIVO,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,261
35979.355,27910.7338461538,INCENTIVO,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,294
64343.546,42565.4015384615,CONTROL,AFECTADO,0,36,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,495
39283.871,52752.7038461538,EDUCACION,AFECTADO,3,35,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(33,45]",De 5 a 8,607
8694.624,28285.3107692308,CONTROL,AFECTADO,0,45,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(33,45]",De 5 a 8,402
13644.517,26314.7107692308,INCENTIVO,AFECTADO,2,36,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,524
9796.129,9595.68076923077,CONTROL,AFECTADO,0,24,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(20,25]",Hasta 4,378
8729.602,13436.3530769231,EDUCACION,AFECTADO,4,48,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",De 5 a 8,541
12032.257,27151.8838461538,EDUCACION + INCENTIVO,NO AFECTADO,4,55,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,447
36032.259,85804.0992307692,CONTROL,AFECTADO,0,28,FEMENINO,DESPLAZADOS,ALTO,CENTRO,"(25,33]",De 5 a 8,418
53256.935,100184.521538462,CONTROL,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",De 5 a 8,397
8279.139,10063.9292307692,EDUCACION + INCENTIVO,NO AFECTADO,3,35,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,470
6677.419,42994.7215384615,INCENTIVO,AFECTADO,1,38,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,494
8914.839,14932.8246153846,CONTROL,AFECTADO,0,55,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",Hasta 4,419
10218.281,14672.8476923077,EDUCACION,AFECTADO,5,32,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,439
28447.518,29403.6138461538,EDUCACION + INCENTIVO,NO AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,443
14282.797,50553.5869230769,EDUCACION,AFECTADO,5,48,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(45,60]",Hasta 4,438
17869.892,21974.79,CONTROL,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,289
21612.902,28195.1123076923,EDUCACION,AFECTADO,2,41,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",De 5 a 8,534
14878.711,14062.3561538462,INCENTIVO,AFECTADO,0,31,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(25,33]",Hasta 4,410
6695.24,8555.61692307692,CONTROL,AFECTADO,0,68,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",De 9 a 12,280
2979.356,8448.88692307692,EDUCACION + INCENTIVO,NO AFECTADO,2,33,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,410
10741.581,12296.2869230769,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,267
5809.679,20457.6046153846,INCENTIVO,AFECTADO,2,27,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,492
14395.939,12893.9461538462,EDUCACION + INCENTIVO,NO AFECTADO,2,45,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,429
1354.839,24066.0807692308,EDUCACION + INCENTIVO,NO AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,394
32580.645,62627.1130769231,EDUCACION + INCENTIVO,AFECTADO,6,33,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(25,33]",De 5 a 8,432
10717.291,12275.3392307692,EDUCACION + INCENTIVO,NO AFECTADO,4,51,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
4774.195,14166.12,INCENTIVO,AFECTADO,1,38,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,544
18543.429,18003.5930769231,CONTROL,AFECTADO,0,27,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(25,33]",De 5 a 8,439
14516.128,88005.2576923077,EDUCACION,AFECTADO,6,30,FEMENINO,DESPLAZADOS,ALTO,SUR,"(25,33]",Hasta 4,429
16729.408,13017.9330769231,CONTROL,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,263
20082.18,22843.6930769231,EDUCACION + INCENTIVO,AFECTADO,3,29,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,348
33286.022,36181.8507692308,EDUCACION,AFECTADO,5,36,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,559
7099.356,9486.95,CONTROL,AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,261
17365.5911111111,12387.2261538462,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",De 5 a 8,428
2893.549,7808.37692307692,EDUCACION,AFECTADO,3,29,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,424
24961.291,277291.876923077,EDUCACION,AFECTADO,0,53,MASCULINO,DESPLAZADOS,ALTO,NORTE,"(45,60]",De 5 a 8,369
11998.264,62517.1869230769,EDUCACION,AFECTADO,3,72,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(60,92]",De 5 a 8,467
19114.148,15120.6930769231,EDUCACION,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,589
3161.29,14088.79,INCENTIVO,AFECTADO,2,47,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",De 5 a 8,523
22175.484,26491.2538461538,CONTROL,AFECTADO,0,55,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",De 5 a 8,436
22610.753,31018.7084615385,EDUCACION,AFECTADO,6,57,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,394
8253.334,7551.53,INCENTIVO,AFECTADO,0,27,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,247
2932.169,7021.77615384615,INCENTIVO,NO AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",Hasta 4,363
17321.916,15757.1592307692,CONTROL,NO AFECTADO,0,55,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,416
6675.718,7402.24153846154,EDUCACION,AFECTADO,4,41,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",De 5 a 8,438
10893.702,8474.17923076923,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,394
54283.227,55976.9838461538,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,400
39123.736,166599.306923077,INCENTIVO,AFECTADO,0,32,FEMENINO,DESPLAZADOS,ALTO,CENTRO,"(25,33]",Hasta 4,375
9776.203,11512.7884615385,EDUCACION + INCENTIVO,NO AFECTADO,6,34,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,427
16451.612,25956.9623076923,EDUCACION + INCENTIVO,NO AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,407
30748.111,34920.3976923077,CONTROL,NO AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,422
16524.271,25316.15,INCENTIVO,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,243
30438.649,24553.8446153846,CONTROL,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,431
51687.869,39910.1030769231,EDUCACION,AFECTADO,3,27,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,522
15186.452,14413.8469230769,EDUCACION,AFECTADO,6,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,397
8929.035,28397.2992307692,EDUCACION + INCENTIVO,NO AFECTADO,0,37,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",Hasta 4,443
9251.614,74712.0253846154,INCENTIVO,NO AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(45,60]",Hasta 4,407
10400.601,24090.8330769231,EDUCACION + INCENTIVO,NO AFECTADO,0,71,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",Hasta 4,405
15324.632,12604.2153846154,EDUCACION,AFECTADO,5,38,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,524
25906.207,37555.7992307692,EDUCACION + INCENTIVO,NO AFECTADO,3,36,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",De 5 a 8,418
9031.83,19337.0023076923,EDUCACION + INCENTIVO,NO AFECTADO,0,76,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",Hasta 4,427
40220.909,20595.9253846154,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,390
47719.071,31120.26,CONTROL,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",Hasta 4,440
14684.73,46021.2523076923,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,415
24631.091,41457.7807692308,EDUCACION,AFECTADO,1,30,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(25,33]",De 5 a 8,403
8941.934,6042.65076923077,INCENTIVO,AFECTADO,0,43,FEMENINO,DESPLAZADOS,BAJO,CENTRO,"(33,45]",Hasta 4,423
40263.969,25444.3438461538,EDUCACION + INCENTIVO,AFECTADO,6,31,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,361
39949.723,31210.5146153846,CONTROL,NO AFECTADO,0,68,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(60,92]",De 9 a 12,419
30989.247,89394.6207692308,EDUCACION,AFECTADO,6,34,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",Hasta 4,432
29374.193,44868.4276923077,EDUCACION + INCENTIVO,NO AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,439
66501.075,58389.7223076923,EDUCACION + INCENTIVO,AFECTADO,3,42,FEMENINO,DESPLAZADOS,ALTO,SUR,"(33,45]",De 5 a 8,440
4943.871,10545.14,EDUCACION,AFECTADO,5,66,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(60,92]",De 5 a 8,425
27232.043,28845.2484615385,CONTROL,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,474
9409.032,66041.4638461538,CONTROL,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",De 5 a 8,439
8336.974,9699.79615384615,CONTROL,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,196
11882.58,25290.8376923077,INCENTIVO,AFECTADO,3,65,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(60,92]",De 5 a 8,531
16334.495,16673.3446153846,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,403
24801.72,28350.2276923077,INCENTIVO,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,291
4970.32,9430.89307692308,EDUCACION,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(33,45]",Hasta 4,515
23903.523,26005.9692307692,EDUCACION,AFECTADO,0,55,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",Hasta 4,547
15859.984,28728.1807692308,INCENTIVO,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,429
17916.344,14672.2953846154,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",De 5 a 8,430
5096.129,16136.6246153846,INCENTIVO,AFECTADO,4,37,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,492
33294.064,36652.3084615385,CONTROL,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,469
39069.678,10570.8761538462,EDUCACION,AFECTADO,4,31,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,384
11709.677,89346.5669230769,EDUCACION + INCENTIVO,AFECTADO,6,53,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",Hasta 4,408
11612.903,45305.9707692308,INCENTIVO,AFECTADO,4,30,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,492
33403.404,30316.2161538462,EDUCACION,AFECTADO,3,37,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,589
6636.775,10557.0046153846,EDUCACION + INCENTIVO,NO AFECTADO,4,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
18652.905,26516.0353846154,EDUCACION + INCENTIVO,NO AFECTADO,3,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,430
16012.904,64949.1830769231,EDUCACION + INCENTIVO,NO AFECTADO,3,37,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",De 5 a 8,461
20476.344,110910.249230769,EDUCACION,AFECTADO,5,45,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",De 5 a 8,458
13713.979,57205.7069230769,CONTROL,AFECTADO,0,36,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,275
8547.416,10679.9646153846,EDUCACION,AFECTADO,6,24,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(20,25]",Hasta 4,428
11588.387,10488.3969230769,CONTROL,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,297
40287.965,10400.2161538462,EDUCACION,AFECTADO,4,33,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,509
19122.099,7216.33769230769,EDUCACION + INCENTIVO,NO AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,374
16929.033,20652.0223076923,EDUCACION + INCENTIVO,NO AFECTADO,3,45,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",De 5 a 8,460
26880.771,48955.5307692308,INCENTIVO,AFECTADO,0,47,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(45,60]",De 5 a 8,430
4016.13,297197.993846154,INCENTIVO,AFECTADO,0,45,FEMENINO,DESPLAZADOS,ALTO,CENTRO,"(33,45]",Hasta 4,419
9604.499,25335.1138461538,INCENTIVO,AFECTADO,4,38,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(33,45]",De 5 a 8,548
10622.797,10081.8492307692,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 9 a 12,221
57807.079,96325.9476923077,EDUCACION,AFECTADO,4,41,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",Hasta 4,508
13792.125,9332.24461538461,CONTROL,AFECTADO,0,36,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,409
10161.29,17632.5961538462,EDUCACION + INCENTIVO,NO AFECTADO,5,53,MASCULINO,DESPLAZADOS,MEDIO,NORTE,"(45,60]",Hasta 4,424
4372.13,14248.0338461538,CONTROL,AFECTADO,0,54,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,247
21344.999,11519.2723076923,CONTROL,AFECTADO,0,57,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,302
24118.266,50010.4761538462,EDUCACION + INCENTIVO,NO AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",De 5 a 8,451
19430.107,32573.8207692308,EDUCACION + INCENTIVO,NO AFECTADO,2,51,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,460
8403.225,10731.22,CONTROL,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,261
36973.691,17285.6584615385,EDUCACION + INCENTIVO,AFECTADO,6,24,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(20,25]",Hasta 4,320
7122.366,5583.97538461538,CONTROL,AFECTADO,0,54,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,256
7264.514,9511.62769230769,CONTROL,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,278
27250.316,31460.6384615385,EDUCACION,AFECTADO,5,32,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,489
10029.782,183905.894615385,EDUCACION,AFECTADO,0,31,FEMENINO,DESPLAZADOS,ALTO,SUR,"(25,33]",De 5 a 8,420
20342.796,40811.0646153846,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",De 5 a 8,434
33306.316,23785.0792307692,CONTROL,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,236
4292.044,9309.89384615385,INCENTIVO,AFECTADO,0,24,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(20,25]",De 5 a 8,366
20376.344,16747.4338461538,EDUCACION + INCENTIVO,NO AFECTADO,2,39,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",De 5 a 8,460
6369.033,12517.4915384615,EDUCACION,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,413
45916.637,19278.82,INCENTIVO,AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,459
