CODIGO_RNT,DEPARTAMENTO,MUNICIPIO,CATEGORIA,SUB_CATEGORIA,HABITACIONES,CAMAS,NUM_EMP,Numero_Cancelaciones,WEB_VISIT,Tipo_Transporte,Numero_Turistas
58369,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,7,15,1,3,22,auto propio,82
58913,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,9,10,1,4,20,terrestre,73
59418,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,8,56,auto propio,10
59933,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),3,3,1,2,16,terrestre,13
59934,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,3,20,terrestre,3
60260,GUAJIRA,RIOHACHA,OFICINAS DE REPRESENTACION TURISTICA,OFICINA DE REPRESENTACION TURISTICA,0,0,1,0,16,auto propio,5
60654,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,13,42,7,6,93,auto propio,253
62874,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,3,16,terrestre,20
63161,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,18,39,2,3,39,terrestre,201
63430,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,2,35,auto propio,18
64174,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,4,13,1,1,16,avión,58
64180,GUAJIRA,RIOHACHA,OFICINAS DE REPRESENTACION TURISTICA,OFICINA DE REPRESENTACION TURISTICA,0,0,1,4,12,auto propio,36
64190,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,3,4,58,terrestre,25
64200,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,7,34,87,auto propio,100
65645,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,15,20,1,3,23,avión,144
65710,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,APARTAMENTO TURISTICO,9,9,2,8,40,auto propio,100
65711,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,23,41,2,3,25,terrestre,239
66477,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,4,36,auto propio,27
66480,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,3,11,1,3,16,terrestre,56
67101,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,4,21,terrestre,15
67154,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),5,47,1,0,26,auto propio,136
67805,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,3,6,2,6,21,terrestre,42
68812,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,30,40,3,12,61,terrestre,280
68817,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,37,40,1,4,19,avión,281
68818,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,23,avión,13
68822,GUAJIRA,RIOHACHA,GUIA DE TURISMO,GUIA DE TURISMO,0,0,1,1,21,avión,30
69272,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,16,avión,9
69274,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,4,36,terrestre,37
69278,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,14,1,2,16,auto propio,93
70832,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,6,50,terrestre,36
71578,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,19,32,3,12,60,terrestre,191
71881,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,2,29,terrestre,17
72181,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,1,39,auto propio,43
72328,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,4,16,4,14,65,avión,87
73055,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,12,3,11,37,terrestre,101
73147,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,11,11,2,8,21,terrestre,114
73148,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,3,6,1,1,12,avión,37
73596,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,8,14,1,1,21,terrestre,88
73947,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,13,17,2,0,45,auto propio,137
74028,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,4,12,terrestre,15
74769,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,5,6,4,5,97,terrestre,94
75116,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,30,5,6,87,avión,152
75119,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,4,13,82,terrestre,57
75169,GUAJIRA,RIOHACHA,OTROS TIPOS DE HOSPEDAJE TURISTICOS NO PERMANENTES,OTROS TIPOS DE HOSPEDAJE TURISTICOS NO PERMANENTES,3,22,1,4,28,terrestre,94
75170,GUAJIRA,RIOHACHA,GUIA DE TURISMO,GUIA DE TURISMO,0,0,1,1,24,auto propio,12
75552,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,8,37,avión,24
75697,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,1,15,avión,22
76070,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,14,29,3,10,27,auto propio,157
76651,GUAJIRA,RIOHACHA,ESTABLECIMIENTO DE GASTRONOMIA Y SIMILARES,BAR Y RESTAURANTE,0,0,1,1,16,terrestre,5
77057,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,18,avión,6
77313,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,2,4,1,4,15,avión,28
77533,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,3,22,2,4,38,terrestre,82
78044,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,26,26,1,2,20,terrestre,201
78518,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,4,18,avión,10
78522,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,APARTAMENTO TURISTICO,1,5,1,0,16,terrestre,33
78524,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,APARTAMENTO TURISTICO,1,5,1,3,20,avión,37
78881,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,APARTAMENTO TURISTICO,6,6,3,0,66,terrestre,72
79074,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,0,14,terrestre,19
79521,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,20,7,3,189,auto propio,189
79682,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,3,39,terrestre,7
79848,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,13,35,1,3,20,auto propio,151
79849,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,11,21,2,2,47,terrestre,117
80691,GUAJIRA,RIOHACHA,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,0,0,1,4,21,avión,27
81032,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,2,4,2,5,49,avión,40
81034,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,10,1,2,21,terrestre,49
81035,GUAJIRA,RIOHACHA,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,0,0,2,9,33,terrestre,27
81224,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,16,32,1,1,21,avión,147
81228,GUAJIRA,RIOHACHA,GUIA DE TURISMO,GUIA DE TURISMO,0,0,1,2,14,terrestre,20
81998,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,2,20,auto propio,4
82006,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,30,1,4,19,auto propio,103
82334,GUAJIRA,RIOHACHA,ESTABLECIMIENTO DE GASTRONOMIA Y SIMILARES,BAR Y RESTAURANTE,0,0,5,12,94,auto propio,80
82335,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,24,24,4,17,77,auto propio,235
82720,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,6,1,3,10,auto propio,59
82723,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,9,9,1,1,17,terrestre,73
82961,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,8,8,2,3,40,terrestre,85
84139,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,3,20,auto propio,20
84211,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,1,4,14,terrestre,3
84570,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,9,12,1,0,26,terrestre,90
84571,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,6,31,auto propio,15
84572,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,14,50,2,0,49,terrestre,200
85020,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,2,22,terrestre,2
85021,GUAJIRA,RIOHACHA,ESTABLECIMIENTO DE GASTRONOMIA Y SIMILARES,BAR Y RESTAURANTE,0,0,7,12,117,terrestre,107
85023,GUAJIRA,RIOHACHA,ESTABLECIMIENTO DE GASTRONOMIA Y SIMILARES,RESTAURANTE,0,0,12,27,346,auto propio,175
85024,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,4,8,1,0,14,terrestre,31
85027,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,0,49,avión,24
85173,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,20,35,4,0,100,avión,214
85174,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,14,25,2,5,33,auto propio,139
85175,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,30,50,4,5,107,avión,304
85454,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,7,12,2,9,37,auto propio,77
85456,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,11,13,1,3,21,avión,102
85462,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,3,12,63,avión,49
85463,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,2,4,38,avión,29
86433,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,4,24,auto propio,14
86481,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,2,23,auto propio,19
87185,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,1,3,11,terrestre,20
87186,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,2,4,53,auto propio,31
87187,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,2,3,23,avión,10
87188,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,1,2,25,avión,5
87189,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,1,2,25,auto propio,10
87190,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,17,29,2,3,29,auto propio,152
87469,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,1,0,17,auto propio,13
87471,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,2,1,28,terrestre,37
88245,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,0,18,avión,24
88257,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,18,terrestre,19
88259,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,18,28,2,0,47,terrestre,177
89710,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,7,8,2,4,53,avión,100
89711,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,10,25,4,2,107,avión,160
89735,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,7,7,3,6,51,auto propio,96
89736,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,7,20,1,0,18,auto propio,72
89881,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,6,10,69,terrestre,85
90017,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,12,18,8,11,127,auto propio,198
90567,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,24,auto propio,12
91549,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,8,18,3,7,84,avión,114
91552,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,3,13,avión,7
91553,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,2,9,8,23,136,auto propio,145
91557,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,4,10,15,27,298,avión,233
91949,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,21,25,5,20,107,auto propio,220
92946,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,15,avión,4
92947,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,4,3,88,avión,52
92964,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,17,avión,8
92966,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,12,20,3,7,59,avión,133
94041,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,3,9,68,auto propio,27
94048,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,18,59,360,terrestre,255
94049,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,1,35,avión,22
94059,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,3,11,58,auto propio,30
94584,GUAJIRA,RIOHACHA,GUIA DE TURISMO,GUIA DE TURISMO,0,0,1,3,19,auto propio,10
94586,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,3,4,54,avión,42
645,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,3,8,56,terrestre,39
2002,GUAJIRA,RIOHACHA,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,"OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES",0,0,50,227,1399,avión,755
2289,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,58,130,5,21,114,auto propio,622
2599,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,35,80,3,14,55,terrestre,364
4017,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,36,104,15,16,352,auto propio,590
4362,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,19,49,1,0,18,avión,187
4500,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,47,78,51,160,1319,terrestre,1117
5360,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,4,21,auto propio,20
6931,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,16,40,4,19,77,auto propio,215
7641,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,30,30,3,12,66,auto propio,256
7874,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,2,24,avión,20
8852,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,42,72,1,4,14,terrestre,371
9258,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,15,5,210,avión,183
9347,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,4,17,82,avión,48
10134,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,11,20,1,2,28,avión,115
10139,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,18,5,4,155,terrestre,170
10667,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,23,avión,14
10736,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,1,45,avión,19
11418,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,3,9,32,avión,60
11601,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,22,26,2,7,34,avión,189
11804,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,13,16,2,1,32,auto propio,123
12620,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,3,10,50,avión,42
14942,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,13,21,3,12,57,auto propio,153
17575,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,19,5,4,88,avión,135
17596,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,39,84,11,54,111,terrestre,512
18602,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,12,16,1,0,23,auto propio,113
20339,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,5,29,auto propio,21
23079,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,21,auto propio,7
23244,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),16,44,1,1,30,auto propio,178
25447,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),5,10,1,0,15,terrestre,45
25881,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,56,84,4,10,29,avión,489
25933,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,15,21,2,4,37,auto propio,135
26775,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,9,51,terrestre,29
26776,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,19,32,2,8,59,auto propio,197
27357,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,15,20,2,5,27,avión,154
27551,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,10,18,1,2,22,auto propio,99
27761,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,46,57,51,26,901,terrestre,961
28230,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,19,62,2,0,38,avión,245
28971,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,14,2,0,66,terrestre,83
30660,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,1,24,avión,11
31233,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,15,36,1,0,21,avión,166
31234,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,17,30,1,2,22,avión,166
33015,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,15,20,1,0,25,auto propio,135
33018,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,17,1,4,20,terrestre,96
33109,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,12,2,6,43,terrestre,81
33301,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,12,2,5,36,terrestre,79
34411,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,17,19,1,3,21,avión,127
34545,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,0,36,auto propio,29
35311,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,4,46,avión,23
35606,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,12,43,1,4,18,terrestre,176
35937,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,2,21,auto propio,27
36045,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,9,18,1,4,19,auto propio,111
36633,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,15,15,2,6,51,auto propio,123
36792,GUAJIRA,RIOHACHA,PARQUES TEMATICOS,PARQUES TEMATICOS,0,0,1,4,19,terrestre,18
37393,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,4,4,44,auto propio,41
37664,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,9,52,auto propio,32
